"health_officer_region","county","mmwr_year","mmwr_week","start_date","end_date","mnth_lbl","total_ca_pop","total_cnty_pop","cumulative_infected","cumulative_severe","new_infections","new_severe","cum_rate_100k","inf_rate_100k","sev_rate_100k"
"Southern California","Riverside",2023,42,2023-10-15,2023-10-21,"Oct",39109070,2431254,1942,1,15688,468,79.9,645.3,19.2
"Southern California","Riverside",2023,43,2023-10-22,2023-10-28,"Oct",39109070,2431254,2076,3,12927,451,85.4,531.7,18.6
"Southern California","Riverside",2023,44,2023-10-29,2023-11-04,"Oct",39109070,2431254,2176,3,8724,494,89.5,358.8,20.3
"Southern California","Riverside",2023,45,2023-11-05,2023-11-11,"Nov",39109070,2431254,2235,3,6060,419,91.9,249.3,17.2
"Southern California","Riverside",2023,46,2023-11-12,2023-11-18,"Nov",39109070,2431254,2262,3,2128,309,93,87.5,12.7
"Southern California","Riverside",2023,47,2023-11-19,2023-11-25,"Nov",39109070,2431254,2267,3,282,195,93.2,11.6,8
"Southern California","Riverside",2023,48,2023-11-26,2023-12-02,"Nov",39109070,2431254,2274,3,389,101,93.5,16,4.2
"Southern California","Riverside",2023,49,2023-12-03,2023-12-09,"Dec",39109070,2431254,2274,3,0,21,93.5,0,0.9
"Southern California","Riverside",2023,50,2023-12-10,2023-12-16,"Dec",39109070,2431254,2280,3,411,12,93.8,16.9,0.5
"Southern California","Riverside",2023,51,2023-12-17,2023-12-23,"Dec",39109070,2431254,2280,3,0,3,93.8,0,0.1
"Southern California","Riverside",2023,52,2023-12-24,2023-12-30,"Dec",39109070,2431254,2280,3,0,9,93.8,0,0.4
"Southern California","San Bernardino",2023,22,2023-05-28,2023-06-03,"May",39109070,2170593,13,0,1551,0,0.6,71.5,0
"Southern California","San Bernardino",2023,23,2023-06-04,2023-06-10,"Jun",39109070,2170593,36,0,1583,0,1.7,72.9,0
"Southern California","San Bernardino",2023,24,2023-06-11,2023-06-17,"Jun",39109070,2170593,59,0,1397,36,2.7,64.4,1.7
"Southern California","San Bernardino",2023,25,2023-06-18,2023-06-24,"Jun",39109070,2170593,97,0,4037,33,4.5,186,1.5
"Southern California","San Bernardino",2023,26,2023-06-25,2023-07-01,"Jun",39109070,2170593,156,0,6736,36,7.2,310.3,1.7
"Southern California","San Bernardino",2023,27,2023-07-02,2023-07-08,"Jul",39109070,2170593,220,0,7836,84,10.1,361,3.9
"Southern California","San Bernardino",2023,28,2023-07-09,2023-07-15,"Jul",39109070,2170593,334,0,10358,150,15.4,477.2,6.9
"Southern California","San Bernardino",2023,29,2023-07-16,2023-07-22,"Jul",39109070,2170593,423,0,7893,207,19.5,363.6,9.5
"Southern California","San Bernardino",2023,30,2023-07-23,2023-07-29,"Jul",39109070,2170593,523,0,8396,242,24.1,386.8,11.1
"Southern California","San Bernardino",2023,31,2023-07-30,2023-08-05,"Jul",39109070,2170593,685,0,14941,210,31.6,688.3,9.7
"Southern California","San Bernardino",2023,32,2023-08-06,2023-08-12,"Aug",39109070,2170593,806,0,14688,224,37.1,676.7,10.3
"Southern California","San Bernardino",2023,33,2023-08-13,2023-08-19,"Aug",39109070,2170593,1027,0,18551,333,47.3,854.7,15.3
"Southern California","San Bernardino",2023,34,2023-08-20,2023-08-26,"Aug",39109070,2170593,1365,0,27784,343,62.9,1280,15.8
"Southern California","San Bernardino",2023,35,2023-08-27,2023-09-02,"Aug",39109070,2170593,1839,0,42693,436,84.7,1966.9,20.1
"Southern California","San Bernardino",2023,36,2023-09-03,2023-09-09,"Sep",39109070,2170593,2255,0,41009,653,103.9,1889.3,30.1
"Southern California","San Bernardino",2023,37,2023-09-10,2023-09-16,"Sep",39109070,2170593,2686,1,38042,962,123.7,1752.6,44.3
"Southern California","San Bernardino",2023,38,2023-09-17,2023-09-23,"Sep",39109070,2170593,3155,1,42465,1026,145.4,1956.4,47.3
"Southern California","San Bernardino",2023,39,2023-09-24,2023-09-30,"Sep",39109070,2170593,3560,1,34020,929,164,1567.3,42.8
"Southern California","San Bernardino",2023,40,2023-10-01,2023-10-07,"Oct",39109070,2170593,3967,2,34061,1068,182.8,1569.2,49.2
"Southern California","San Bernardino",2023,41,2023-10-08,2023-10-14,"Oct",39109070,2170593,4381,2,33046,887,201.8,1522.4,40.9
"Southern California","San Bernardino",2023,42,2023-10-15,2023-10-21,"Oct",39109070,2170593,4772,2,33706,814,219.8,1552.8,37.5
"Southern California","San Bernardino",2023,43,2023-10-22,2023-10-28,"Oct",39109070,2170593,5098,2,26721,753,234.9,1231,34.7
"Southern California","San Bernardino",2023,44,2023-10-29,2023-11-04,"Oct",39109070,2170593,5306,2,17476,817,244.4,805.1,37.6
"Southern California","San Bernardino",2023,45,2023-11-05,2023-11-11,"Nov",39109070,2170593,5464,2,12482,724,251.7,575.1,33.4
"Southern California","San Bernardino",2023,46,2023-11-12,2023-11-18,"Nov",39109070,2170593,5508,2,4204,494,253.8,193.7,22.8
"Southern California","San Bernardino",2023,47,2023-11-19,2023-11-25,"Nov",39109070,2170593,5517,2,568,345,254.2,26.2,15.9
"Southern California","San Bernardino",2023,48,2023-11-26,2023-12-02,"Nov",39109070,2170593,5529,2,811,149,254.7,37.4,6.9
"Southern California","San Bernardino",2023,49,2023-12-03,2023-12-09,"Dec",39109070,2170593,5529,2,0,43,254.7,0,2
"Southern California","San Bernardino",2023,50,2023-12-10,2023-12-16,"Dec",39109070,2170593,5538,2,802,27,255.1,36.9,1.2
"Southern California","San Bernardino",2023,51,2023-12-17,2023-12-23,"Dec",39109070,2170593,5538,2,0,2,255.1,0,0.1
"Southern California","San Bernardino",2023,52,2023-12-24,2023-12-30,"Dec",39109070,2170593,5538,2,0,17,255.1,0,0.8
"Southern California","San Diego",2023,22,2023-05-28,2023-06-03,"May",39109070,3297860,12,0,854,0,0.4,25.9,0
"Southern California","San Diego",2023,23,2023-06-04,2023-06-10,"Jun",39109070,3297860,19,0,789,0,0.6,23.9,0
"Southern California","San Diego",2023,24,2023-06-11,2023-06-17,"Jun",39109070,3297860,30,0,718,25,0.9,21.8,0.8
"Southern California","San Diego",2023,25,2023-06-18,2023-06-24,"Jun",39109070,3297860,55,0,2276,20,1.7,69,0.6
"Southern California","San Diego",2023,26,2023-06-25,2023-07-01,"Jun",39109070,3297860,111,0,3586,21,3.4,108.7,0.6
"Southern California","San Diego",2023,27,2023-07-02,2023-07-08,"Jul",39109070,3297860,171,0,4207,48,5.2,127.6,1.5
"Southern California","San Diego",2023,28,2023-07-09,2023-07-15,"Jul",39109070,3297860,250,0,5527,91,7.6,167.6,2.8
"Southern California","San Diego",2023,29,2023-07-16,2023-07-22,"Jul",39109070,3297860,310,0,4385,110,9.4,133,3.3
"Southern California","San Diego",2023,30,2023-07-23,2023-07-29,"Jul",39109070,3297860,375,0,4673,125,11.4,141.7,3.8
"Southern California","San Diego",2023,31,2023-07-30,2023-08-05,"Jul",39109070,3297860,508,0,8252,128,15.4,250.2,3.9
"Southern California","San Diego",2023,32,2023-08-06,2023-08-12,"Aug",39109070,3297860,638,0,8312,124,19.3,252,3.8
"Southern California","San Diego",2023,33,2023-08-13,2023-08-19,"Aug",39109070,3297860,778,0,10178,226,23.6,308.6,6.9
"Southern California","San Diego",2023,34,2023-08-20,2023-08-26,"Aug",39109070,3297860,996,0,15286,259,30.2,463.5,7.9
"Southern California","San Diego",2023,35,2023-08-27,2023-09-02,"Aug",39109070,3297860,1361,1,24022,258,41.3,728.4,7.8
"Southern California","San Diego",2023,36,2023-09-03,2023-09-09,"Sep",39109070,3297860,1662,1,23442,399,50.4,710.8,12.1
"Southern California","San Diego",2023,37,2023-09-10,2023-09-16,"Sep",39109070,3297860,1987,1,22106,686,60.3,670.3,20.8
"Southern California","San Diego",2023,38,2023-09-17,2023-09-23,"Sep",39109070,3297860,2317,1,24953,655,70.3,756.6,19.9
"Southern California","San Diego",2023,39,2023-09-24,2023-09-30,"Sep",39109070,3297860,2605,1,20668,652,79,626.7,19.8
"Southern California","San Diego",2023,40,2023-10-01,2023-10-07,"Oct",39109070,3297860,2905,1,20695,701,88.1,627.5,21.3
"Southern California","San Diego",2023,41,2023-10-08,2023-10-14,"Oct",39109070,3297860,3170,1,20366,663,96.1,617.6,20.1
"Southern California","San Diego",2023,42,2023-10-15,2023-10-21,"Oct",39109070,3297860,3481,2,20956,621,105.6,635.4,18.8
"Southern California","San Diego",2023,43,2023-10-22,2023-10-28,"Oct",39109070,3297860,3714,2,17076,574,112.6,517.8,17.4
"Southern California","San Diego",2023,44,2023-10-29,2023-11-04,"Oct",39109070,3297860,3897,2,11448,593,118.2,347.1,18
"Southern California","San Diego",2023,45,2023-11-05,2023-11-11,"Nov",39109070,3297860,4006,2,8098,489,121.5,245.6,14.8
"Southern California","San Diego",2023,46,2023-11-12,2023-11-18,"Nov",39109070,3297860,4051,2,2941,362,122.8,89.2,11
"Southern California","San Diego",2023,47,2023-11-19,2023-11-25,"Nov",39109070,3297860,4058,2,424,225,123,12.9,6.8
"Southern California","San Diego",2023,48,2023-11-26,2023-12-02,"Nov",39109070,3297860,4065,2,512,129,123.3,15.5,3.9
"Southern California","San Diego",2023,49,2023-12-03,2023-12-09,"Dec",39109070,3297860,4065,2,0,24,123.3,0,0.7
"Southern California","San Diego",2023,50,2023-12-10,2023-12-16,"Dec",39109070,3297860,4072,2,506,23,123.5,15.3,0.7
"Southern California","San Diego",2023,51,2023-12-17,2023-12-23,"Dec",39109070,3297860,4072,2,0,3,123.5,0,0.1
"Southern California","San Diego",2023,52,2023-12-24,2023-12-30,"Dec",39109070,3297860,4072,2,0,14,123.5,0,0.4
"Southern California","San Luis Obispo",2023,22,2023-05-28,2023-06-03,"May",39109070,280251,0,0,115,0,0,41,0
"Southern California","San Luis Obispo",2023,23,2023-06-04,2023-06-10,"Jun",39109070,280251,5,0,113,0,1.8,40.3,0
"Southern California","San Luis Obispo",2023,24,2023-06-11,2023-06-17,"Jun",39109070,280251,5,0,80,4,1.8,28.5,1.4
"Southern California","San Luis Obispo",2023,25,2023-06-18,2023-06-24,"Jun",39109070,280251,9,0,257,2,3.2,91.7,0.7
"Southern California","San Luis Obispo",2023,26,2023-06-25,2023-07-01,"Jun",39109070,280251,12,0,424,6,4.3,151.3,2.1
"Southern California","San Luis Obispo",2023,27,2023-07-02,2023-07-08,"Jul",39109070,280251,16,0,522,9,5.7,186.3,3.2
"Southern California","San Luis Obispo",2023,28,2023-07-09,2023-07-15,"Jul",39109070,280251,20,0,674,19,7.1,240.5,6.8
"Southern California","San Luis Obispo",2023,29,2023-07-16,2023-07-22,"Jul",39109070,280251,28,0,526,19,10,187.7,6.8
"Southern California","San Luis Obispo",2023,30,2023-07-23,2023-07-29,"Jul",39109070,280251,42,0,551,32,15,196.6,11.4
"Southern California","San Luis Obispo",2023,31,2023-07-30,2023-08-05,"Jul",39109070,280251,59,0,1007,17,21.1,359.3,6.1
"Southern California","San Luis Obispo",2023,32,2023-08-06,2023-08-12,"Aug",39109070,280251,71,0,975,21,25.3,347.9,7.5
"Southern California","San Luis Obispo",2023,33,2023-08-13,2023-08-19,"Aug",39109070,280251,93,0,1250,32,33.2,446,11.4
"Southern California","San Luis Obispo",2023,34,2023-08-20,2023-08-26,"Aug",39109070,280251,123,0,2016,28,43.9,719.4,10
"Southern California","San Luis Obispo",2023,35,2023-08-27,2023-09-02,"Aug",39109070,280251,152,0,2853,44,54.2,1018,15.7
"Southern California","San Luis Obispo",2023,36,2023-09-03,2023-09-09,"Sep",39109070,280251,205,0,2966,62,73.1,1058.3,22.1
"Southern California","San Luis Obispo",2023,37,2023-09-10,2023-09-16,"Sep",39109070,280251,259,0,2884,78,92.4,1029.1,27.8
"Southern California","San Luis Obispo",2023,38,2023-09-17,2023-09-23,"Sep",39109070,280251,304,0,3182,120,108.5,1135.4,42.8
"Southern California","San Luis Obispo",2023,39,2023-09-24,2023-09-30,"Sep",39109070,280251,343,0,2441,109,122.4,871,38.9
"Southern California","San Luis Obispo",2023,40,2023-10-01,2023-10-07,"Oct",39109070,280251,390,0,2518,118,139.2,898.5,42.1
"Southern California","San Luis Obispo",2023,41,2023-10-08,2023-10-14,"Oct",39109070,280251,426,0,2467,100,152,880.3,35.7
"Southern California","San Luis Obispo",2023,42,2023-10-15,2023-10-21,"Oct",39109070,280251,462,0,2498,74,164.9,891.3,26.4
"Southern California","San Luis Obispo",2023,43,2023-10-22,2023-10-28,"Oct",39109070,280251,488,0,2058,87,174.1,734.3,31
"Southern California","San Luis Obispo",2023,44,2023-10-29,2023-11-04,"Oct",39109070,280251,512,0,1475,74,182.7,526.3,26.4
"Southern California","San Luis Obispo",2023,45,2023-11-05,2023-11-11,"Nov",39109070,280251,524,0,930,66,187,331.8,23.6
"Southern California","San Luis Obispo",2023,46,2023-11-12,2023-11-18,"Nov",39109070,280251,530,0,338,52,189.1,120.6,18.6
"Southern California","San Luis Obispo",2023,47,2023-11-19,2023-11-25,"Nov",39109070,280251,531,0,54,48,189.5,19.3,17.1
"Southern California","San Luis Obispo",2023,48,2023-11-26,2023-12-02,"Nov",39109070,280251,532,0,57,17,189.8,20.3,6.1
"Southern California","San Luis Obispo",2023,49,2023-12-03,2023-12-09,"Dec",39109070,280251,532,0,0,4,189.8,0,1.4
"Southern California","San Luis Obispo",2023,50,2023-12-10,2023-12-16,"Dec",39109070,280251,534,0,63,5,190.5,22.5,1.8
"Southern California","San Luis Obispo",2023,51,2023-12-17,2023-12-23,"Dec",39109070,280251,534,0,0,0,190.5,0,0
"Southern California","San Luis Obispo",2023,52,2023-12-24,2023-12-30,"Dec",39109070,280251,534,0,0,3,190.5,0,1.1
"Southern California","Santa Barbara",2023,22,2023-05-28,2023-06-03,"May",39109070,442614,0,0,107,0,0,24.2,0
"Southern California","Santa Barbara",2023,23,2023-06-04,2023-06-10,"Jun",39109070,442614,1,0,114,0,0.2,25.8,0
"Southern California","Santa Barbara",2023,24,2023-06-11,2023-06-17,"Jun",39109070,442614,2,0,113,3,0.5,25.5,0.7
"Southern California","Santa Barbara",2023,25,2023-06-18,2023-06-24,"Jun",39109070,442614,3,0,298,2,0.7,67.3,0.5
"Southern California","Santa Barbara",2023,26,2023-06-25,2023-07-01,"Jun",39109070,442614,10,0,503,2,2.3,113.6,0.5
"Southern California","Santa Barbara",2023,27,2023-07-02,2023-07-08,"Jul",39109070,442614,21,0,582,7,4.7,131.5,1.6
"Southern California","Santa Barbara",2023,28,2023-07-09,2023-07-15,"Jul",39109070,442614,29,0,809,16,6.6,182.8,3.6
"Southern California","Santa Barbara",2023,29,2023-07-16,2023-07-22,"Jul",39109070,442614,40,0,668,17,9,150.9,3.8
"Southern California","Santa Barbara",2023,30,2023-07-23,2023-07-29,"Jul",39109070,442614,45,0,653,28,10.2,147.5,6.3
"Southern California","Santa Barbara",2023,31,2023-07-30,2023-08-05,"Jul",39109070,442614,59,0,1160,25,13.3,262.1,5.6
"Southern California","Santa Barbara",2023,32,2023-08-06,2023-08-12,"Aug",39109070,442614,71,0,1129,21,16,255.1,4.7
"Southern California","Santa Barbara",2023,33,2023-08-13,2023-08-19,"Aug",39109070,442614,82,0,1395,25,18.5,315.2,5.6
"Southern California","Santa Barbara",2023,34,2023-08-20,2023-08-26,"Aug",39109070,442614,105,0,2122,40,23.7,479.4,9
"Southern California","Santa Barbara",2023,35,2023-08-27,2023-09-02,"Aug",39109070,442614,146,0,3473,44,33,784.7,9.9
"Southern California","Santa Barbara",2023,36,2023-09-03,2023-09-09,"Sep",39109070,442614,184,0,3194,53,41.6,721.6,12
"Southern California","Santa Barbara",2023,37,2023-09-10,2023-09-16,"Sep",39109070,442614,218,0,3023,94,49.3,683,21.2
"Southern California","Santa Barbara",2023,38,2023-09-17,2023-09-23,"Sep",39109070,442614,259,0,3514,77,58.5,793.9,17.4
"Southern California","Santa Barbara",2023,39,2023-09-24,2023-09-30,"Sep",39109070,442614,287,0,2914,86,64.8,658.4,19.4
"Southern California","Santa Barbara",2023,40,2023-10-01,2023-10-07,"Oct",39109070,442614,331,0,2912,101,74.8,657.9,22.8
"Southern California","Santa Barbara",2023,41,2023-10-08,2023-10-14,"Oct",39109070,442614,366,0,2942,104,82.7,664.7,23.5
"Southern California","Santa Barbara",2023,42,2023-10-15,2023-10-21,"Oct",39109070,442614,407,0,2968,73,92,670.6,16.5
"Southern California","Santa Barbara",2023,43,2023-10-22,2023-10-28,"Oct",39109070,442614,454,0,2293,85,102.6,518.1,19.2
"Southern California","Santa Barbara",2023,44,2023-10-29,2023-11-04,"Oct",39109070,442614,477,0,1584,74,107.8,357.9,16.7
"Southern California","Santa Barbara",2023,45,2023-11-05,2023-11-11,"Nov",39109070,442614,487,0,1145,64,110,258.7,14.5
"Southern California","Santa Barbara",2023,46,2023-11-12,2023-11-18,"Nov",39109070,442614,492,0,357,57,111.2,80.7,12.9
"Southern California","Santa Barbara",2023,47,2023-11-19,2023-11-25,"Nov",39109070,442614,492,0,46,35,111.2,10.4,7.9
"Southern California","Santa Barbara",2023,48,2023-11-26,2023-12-02,"Nov",39109070,442614,494,0,64,14,111.6,14.5,3.2
"Southern California","Santa Barbara",2023,49,2023-12-03,2023-12-09,"Dec",39109070,442614,494,0,0,4,111.6,0,0.9
"Southern California","Santa Barbara",2023,50,2023-12-10,2023-12-16,"Dec",39109070,442614,494,0,68,2,111.6,15.4,0.5
"Southern California","Santa Barbara",2023,51,2023-12-17,2023-12-23,"Dec",39109070,442614,494,0,0,0,111.6,0,0
"Southern California","Santa Barbara",2023,52,2023-12-24,2023-12-30,"Dec",39109070,442614,494,0,0,0,111.6,0,0
"Southern California","Ventura",2023,22,2023-05-28,2023-06-03,"May",39109070,825937,3,0,202,0,0.4,24.5,0
"Southern California","Ventura",2023,23,2023-06-04,2023-06-10,"Jun",39109070,825937,5,0,201,0,0.6,24.3,0
"Southern California","Ventura",2023,24,2023-06-11,2023-06-17,"Jun",39109070,825937,10,0,177,5,1.2,21.4,0.6
"Southern California","Ventura",2023,25,2023-06-18,2023-06-24,"Jun",39109070,825937,12,0,579,10,1.5,70.1,1.2
"Southern California","Ventura",2023,26,2023-06-25,2023-07-01,"Jun",39109070,825937,25,0,917,5,3,111,0.6
"Southern California","Ventura",2023,27,2023-07-02,2023-07-08,"Jul",39109070,825937,43,0,1112,15,5.2,134.6,1.8
"Southern California","Ventura",2023,28,2023-07-09,2023-07-15,"Jul",39109070,825937,54,0,1450,22,6.5,175.6,2.7
"Southern California","Ventura",2023,29,2023-07-16,2023-07-22,"Jul",39109070,825937,61,0,1106,31,7.4,133.9,3.8
"Southern California","Ventura",2023,30,2023-07-23,2023-07-29,"Jul",39109070,825937,76,0,1192,41,9.2,144.3,5
"Southern California","Ventura",2023,31,2023-07-30,2023-08-05,"Jul",39109070,825937,101,0,2178,30,12.2,263.7,3.6
"Southern California","Ventura",2023,32,2023-08-06,2023-08-12,"Aug",39109070,825937,121,0,2171,38,14.7,262.9,4.6
"Southern California","Ventura",2023,33,2023-08-13,2023-08-19,"Aug",39109070,825937,149,0,2622,69,18,317.5,8.4
"Southern California","Ventura",2023,34,2023-08-20,2023-08-26,"Aug",39109070,825937,199,0,4095,58,24.1,495.8,7
"Southern California","Ventura",2023,35,2023-08-27,2023-09-02,"Aug",39109070,825937,280,0,6163,79,33.9,746.2,9.6
"Southern California","Ventura",2023,36,2023-09-03,2023-09-09,"Sep",39109070,825937,355,0,6132,120,43,742.4,14.5
"Southern California","Ventura",2023,37,2023-09-10,2023-09-16,"Sep",39109070,825937,421,0,5593,181,51,677.2,21.9
"Southern California","Ventura",2023,38,2023-09-17,2023-09-23,"Sep",39109070,825937,495,0,6537,175,59.9,791.5,21.2
"Southern California","Ventura",2023,39,2023-09-24,2023-09-30,"Sep",39109070,825937,558,0,5299,153,67.6,641.6,18.5
"Southern California","Ventura",2023,40,2023-10-01,2023-10-07,"Oct",39109070,825937,634,1,5374,208,76.8,650.7,25.2
"Southern California","Ventura",2023,41,2023-10-08,2023-10-14,"Oct",39109070,825937,705,1,5305,161,85.4,642.3,19.5
"Southern California","Ventura",2023,42,2023-10-15,2023-10-21,"Oct",39109070,825937,772,1,5402,162,93.5,654,19.6
"Southern California","Ventura",2023,43,2023-10-22,2023-10-28,"Oct",39109070,825937,827,1,4442,159,100.1,537.8,19.3
"Southern California","Ventura",2023,44,2023-10-29,2023-11-04,"Oct",39109070,825937,861,1,2958,163,104.2,358.1,19.7
"Southern California","Ventura",2023,45,2023-11-05,2023-11-11,"Nov",39109070,825937,885,1,2042,133,107.2,247.2,16.1
"Southern California","Ventura",2023,46,2023-11-12,2023-11-18,"Nov",39109070,825937,894,1,789,114,108.2,95.5,13.8
"Southern California","Ventura",2023,47,2023-11-19,2023-11-25,"Nov",39109070,825937,896,2,89,61,108.5,10.8,7.4
"Southern California","Ventura",2023,48,2023-11-26,2023-12-02,"Nov",39109070,825937,897,2,112,39,108.6,13.6,4.7
"Southern California","Ventura",2023,49,2023-12-03,2023-12-09,"Dec",39109070,825937,897,2,0,10,108.6,0,1.2
"Southern California","Ventura",2023,50,2023-12-10,2023-12-16,"Dec",39109070,825937,899,2,141,2,108.8,17.1,0.2
"Southern California","Ventura",2023,51,2023-12-17,2023-12-23,"Dec",39109070,825937,899,2,0,1,108.8,0,0.1
"Southern California","Ventura",2023,52,2023-12-24,2023-12-30,"Dec",39109070,825937,899,2,0,2,108.8,0,0.2
"Statewide","Statewide",2023,22,2023-05-28,2023-06-03,"May",39109070,NA,13875,0,13875,0,35.5,35.5,0
"Statewide","Statewide",2023,23,2023-06-04,2023-06-10,"Jun",39109070,NA,27664,0,13789,0,70.7,35.3,0
"Statewide","Statewide",2023,24,2023-06-11,2023-06-17,"Jun",39109070,NA,39741,360,12077,360,101.6,30.9,0.9
"Statewide","Statewide",2023,25,2023-06-18,2023-06-24,"Jun",39109070,NA,75283,732,35542,372,192.5,90.9,1
"Statewide","Statewide",2023,26,2023-06-25,2023-07-01,"Jun",39109070,NA,133839,1091,58556,359,342.2,149.7,0.9
"Statewide","Statewide",2023,27,2023-07-02,2023-07-08,"Jul",39109070,NA,203555,1971,69716,880,520.5,178.3,2.3
"Statewide","Statewide",2023,28,2023-07-09,2023-07-15,"Jul",39109070,NA,294661,3435,91106,1464,753.4,233,3.7
"Statewide","Statewide",2023,29,2023-07-16,2023-07-22,"Jul",39109070,NA,365574,5374,70913,1939,934.8,181.3,5
"Statewide","Statewide",2023,30,2023-07-23,2023-07-29,"Jul",39109070,NA,441588,7773,76014,2399,1129.1,194.4,6.1
"Statewide","Statewide",2023,31,2023-07-30,2023-08-05,"Jul",39109070,NA,574368,9805,132780,2032,1468.6,339.5,5.2
"Statewide","Statewide",2023,32,2023-08-06,2023-08-12,"Aug",39109070,NA,706919,11984,132551,2179,1807.6,338.9,5.6
"Statewide","Statewide",2023,33,2023-08-13,2023-08-19,"Aug",39109070,NA,874442,15505,167523,3521,2235.9,428.3,9
"Statewide","Statewide",2023,34,2023-08-20,2023-08-26,"Aug",39109070,NA,1124709,19105,250267,3600,2875.8,639.9,9.2
"Statewide","Statewide",2023,35,2023-08-27,2023-09-02,"Aug",39109070,NA,1510860,23388,386151,4283,3863.2,987.4,11
"Statewide","Statewide",2023,36,2023-09-03,2023-09-09,"Sep",39109070,NA,1887873,29902,377013,6514,4827.2,964,16.7
"Statewide","Statewide",2023,37,2023-09-10,2023-09-16,"Sep",39109070,NA,2237245,39895,349372,9993,5720.5,893.3,25.6
