"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks","inf_rate_breaks","sev_case_breaks","sev_rate_breaks"
"Southern California","Orange",45,2023-11-05,2023-11-11,273506,7355,3142277,870.4,23.4,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","Orange",46,2023-11-12,2023-11-18,276172,7688,3142277,878.9,24.5,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Orange",47,2023-11-19,2023-11-25,276519,7932,3142277,880,25.2,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Orange",48,2023-11-26,2023-12-02,277024,8051,3142277,881.6,25.6,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Orange",49,2023-12-03,2023-12-09,277024,8076,3142277,881.6,25.7,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Orange",50,2023-12-10,2023-12-16,277514,8095,3142277,883.2,25.8,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Orange",51,2023-12-17,2023-12-23,277514,8097,3142277,883.2,25.8,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Orange",52,2023-12-24,2023-12-30,277514,8110,3142277,883.2,25.8,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",22,2023-05-28,2023-06-03,676,0,2431254,2.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",23,2023-06-04,2023-06-10,1275,0,2431254,5.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",24,2023-06-11,2023-06-17,1863,16,2431254,7.7,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",25,2023-06-18,2023-06-24,3512,30,2431254,14.4,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",26,2023-06-25,2023-07-01,6139,54,2431254,25.3,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",27,2023-07-02,2023-07-08,9362,99,2431254,38.5,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",28,2023-07-09,2023-07-15,13547,181,2431254,55.7,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",29,2023-07-16,2023-07-22,16900,260,2431254,69.5,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",30,2023-07-23,2023-07-29,20377,364,2431254,83.8,1.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",31,2023-07-30,2023-08-05,26536,463,2431254,109.1,1.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",32,2023-08-06,2023-08-12,32624,560,2431254,134.2,2.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",33,2023-08-13,2023-08-19,40408,713,2431254,166.2,2.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",34,2023-08-20,2023-08-26,51940,865,2431254,213.6,3.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",35,2023-08-27,2023-09-02,70082,1075,2431254,288.3,4.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",36,2023-09-03,2023-09-09,87749,1364,2431254,360.9,5.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",37,2023-09-10,2023-09-16,104274,1874,2431254,428.9,7.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",38,2023-09-17,2023-09-23,123260,2352,2431254,507,9.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",39,2023-09-24,2023-09-30,138707,2908,2431254,570.5,12,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",40,2023-10-01,2023-10-07,154582,3468,2431254,635.8,14.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",41,2023-10-08,2023-10-14,170000,3909,2431254,699.2,16.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",42,2023-10-15,2023-10-21,185688,4377,2431254,763.8,18,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",43,2023-10-22,2023-10-28,198615,4828,2431254,816.9,19.9,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Southern California","Riverside",44,2023-10-29,2023-11-04,207339,5322,2431254,852.8,21.9,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","Riverside",45,2023-11-05,2023-11-11,213399,5741,2431254,877.7,23.6,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",46,2023-11-12,2023-11-18,215527,6050,2431254,886.5,24.9,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",47,2023-11-19,2023-11-25,215809,6245,2431254,887.6,25.7,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",48,2023-11-26,2023-12-02,216198,6346,2431254,889.2,26.1,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",49,2023-12-03,2023-12-09,216198,6367,2431254,889.2,26.2,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",50,2023-12-10,2023-12-16,216609,6379,2431254,890.9,26.2,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",51,2023-12-17,2023-12-23,216609,6382,2431254,890.9,26.2,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","Riverside",52,2023-12-24,2023-12-30,216609,6391,2431254,890.9,26.3,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","San Bernardino",22,2023-05-28,2023-06-03,1551,0,2170593,7.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",23,2023-06-04,2023-06-10,3134,0,2170593,14.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",24,2023-06-11,2023-06-17,4531,36,2170593,20.9,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",25,2023-06-18,2023-06-24,8568,69,2170593,39.5,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",26,2023-06-25,2023-07-01,15304,105,2170593,70.5,0.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",27,2023-07-02,2023-07-08,23140,189,2170593,106.6,0.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",28,2023-07-09,2023-07-15,33498,339,2170593,154.3,1.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",29,2023-07-16,2023-07-22,41391,546,2170593,190.7,2.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",30,2023-07-23,2023-07-29,49787,788,2170593,229.4,3.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",31,2023-07-30,2023-08-05,64728,998,2170593,298.2,4.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",32,2023-08-06,2023-08-12,79416,1222,2170593,365.9,5.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",33,2023-08-13,2023-08-19,97967,1555,2170593,451.3,7.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",34,2023-08-20,2023-08-26,125751,1898,2170593,579.3,8.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",35,2023-08-27,2023-09-02,168444,2334,2170593,776,10.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Bernardino",36,2023-09-03,2023-09-09,209453,2987,2170593,965,13.8,"177K - 354K","875 - 2K","0 - 5K","0 - 22"
"Southern California","San Bernardino",37,2023-09-10,2023-09-16,247495,3949,2170593,1140.2,18.2,"177K - 354K","875 - 2K","0 - 5K","0 - 22"
"Southern California","San Bernardino",38,2023-09-17,2023-09-23,289960,4975,2170593,1335.9,22.9,"177K - 354K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Bernardino",39,2023-09-24,2023-09-30,323980,5904,2170593,1492.6,27.2,"177K - 354K","875 - 2K","5K - 10K","22 - 44"
"Southern California","San Bernardino",40,2023-10-01,2023-10-07,358041,6972,2170593,1649.5,32.1,"354K - 532K","875 - 2K","5K - 10K","22 - 44"
"Southern California","San Bernardino",41,2023-10-08,2023-10-14,391087,7859,2170593,1801.8,36.2,"354K - 532K","2K - 3K","5K - 10K","22 - 44"
"Southern California","San Bernardino",42,2023-10-15,2023-10-21,424793,8673,2170593,1957,40,"354K - 532K","2K - 3K","5K - 10K","22 - 44"
"Southern California","San Bernardino",43,2023-10-22,2023-10-28,451514,9426,2170593,2080.1,43.4,"354K - 532K","2K - 3K","5K - 10K","22 - 44"
"Southern California","San Bernardino",44,2023-10-29,2023-11-04,468990,10243,2170593,2160.7,47.2,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",45,2023-11-05,2023-11-11,481472,10967,2170593,2218.2,50.5,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",46,2023-11-12,2023-11-18,485676,11461,2170593,2237.5,52.8,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",47,2023-11-19,2023-11-25,486244,11806,2170593,2240.1,54.4,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",48,2023-11-26,2023-12-02,487055,11955,2170593,2243.9,55.1,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",49,2023-12-03,2023-12-09,487055,11998,2170593,2243.9,55.3,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",50,2023-12-10,2023-12-16,487857,12025,2170593,2247.6,55.4,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",51,2023-12-17,2023-12-23,487857,12027,2170593,2247.6,55.4,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Bernardino",52,2023-12-24,2023-12-30,487857,12044,2170593,2247.6,55.5,"354K - 532K","2K - 3K","10K - 15K","44 - 66"
"Southern California","San Diego",22,2023-05-28,2023-06-03,854,0,3297860,2.6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",23,2023-06-04,2023-06-10,1643,0,3297860,5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",24,2023-06-11,2023-06-17,2361,25,3297860,7.2,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",25,2023-06-18,2023-06-24,4637,45,3297860,14.1,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",26,2023-06-25,2023-07-01,8223,66,3297860,24.9,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",27,2023-07-02,2023-07-08,12430,114,3297860,37.7,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",28,2023-07-09,2023-07-15,17957,205,3297860,54.5,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",29,2023-07-16,2023-07-22,22342,315,3297860,67.7,1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",30,2023-07-23,2023-07-29,27015,440,3297860,81.9,1.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",31,2023-07-30,2023-08-05,35267,568,3297860,106.9,1.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",32,2023-08-06,2023-08-12,43579,692,3297860,132.1,2.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",33,2023-08-13,2023-08-19,53757,918,3297860,163,2.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",34,2023-08-20,2023-08-26,69043,1177,3297860,209.4,3.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",35,2023-08-27,2023-09-02,93065,1435,3297860,282.2,4.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",36,2023-09-03,2023-09-09,116507,1834,3297860,353.3,5.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",37,2023-09-10,2023-09-16,138613,2520,3297860,420.3,7.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",38,2023-09-17,2023-09-23,163566,3175,3297860,496,9.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",39,2023-09-24,2023-09-30,184234,3827,3297860,558.6,11.6,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",40,2023-10-01,2023-10-07,204929,4528,3297860,621.4,13.7,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Diego",41,2023-10-08,2023-10-14,225295,5191,3297860,683.2,15.7,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","San Diego",42,2023-10-15,2023-10-21,246251,5812,3297860,746.7,17.6,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","San Diego",43,2023-10-22,2023-10-28,263327,6386,3297860,798.5,19.4,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","San Diego",44,2023-10-29,2023-11-04,274775,6979,3297860,833.2,21.2,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","San Diego",45,2023-11-05,2023-11-11,282873,7468,3297860,857.7,22.6,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Diego",46,2023-11-12,2023-11-18,285814,7830,3297860,866.7,23.7,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Diego",47,2023-11-19,2023-11-25,286238,8055,3297860,868,24.4,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Diego",48,2023-11-26,2023-12-02,286750,8184,3297860,869.5,24.8,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Diego",49,2023-12-03,2023-12-09,286750,8208,3297860,869.5,24.9,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Diego",50,2023-12-10,2023-12-16,287256,8231,3297860,871,25,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Diego",51,2023-12-17,2023-12-23,287256,8234,3297860,871,25,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Diego",52,2023-12-24,2023-12-30,287256,8248,3297860,871,25,"177K - 354K","0 - 875","5K - 10K","22 - 44"
"Southern California","San Luis Obispo",22,2023-05-28,2023-06-03,115,0,280251,4.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",23,2023-06-04,2023-06-10,228,0,280251,8.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",24,2023-06-11,2023-06-17,308,4,280251,11,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",25,2023-06-18,2023-06-24,565,6,280251,20.2,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",26,2023-06-25,2023-07-01,989,12,280251,35.3,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",27,2023-07-02,2023-07-08,1511,21,280251,53.9,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",28,2023-07-09,2023-07-15,2185,40,280251,78,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",29,2023-07-16,2023-07-22,2711,59,280251,96.7,2.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",30,2023-07-23,2023-07-29,3262,91,280251,116.4,3.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",31,2023-07-30,2023-08-05,4269,108,280251,152.3,3.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",32,2023-08-06,2023-08-12,5244,129,280251,187.1,4.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",33,2023-08-13,2023-08-19,6494,161,280251,231.7,5.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",34,2023-08-20,2023-08-26,8510,189,280251,303.7,6.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",35,2023-08-27,2023-09-02,11363,233,280251,405.5,8.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",36,2023-09-03,2023-09-09,14329,295,280251,511.3,10.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",37,2023-09-10,2023-09-16,17213,373,280251,614.2,13.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",38,2023-09-17,2023-09-23,20395,493,280251,727.7,17.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",39,2023-09-24,2023-09-30,22836,602,280251,814.8,21.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","San Luis Obispo",40,2023-10-01,2023-10-07,25354,720,280251,904.7,25.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",41,2023-10-08,2023-10-14,27821,820,280251,992.7,29.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",42,2023-10-15,2023-10-21,30319,894,280251,1081.9,31.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",43,2023-10-22,2023-10-28,32377,981,280251,1155.3,35,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",44,2023-10-29,2023-11-04,33852,1055,280251,1207.9,37.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",45,2023-11-05,2023-11-11,34782,1121,280251,1241.1,40,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",46,2023-11-12,2023-11-18,35120,1173,280251,1253.2,41.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",47,2023-11-19,2023-11-25,35174,1221,280251,1255.1,43.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",48,2023-11-26,2023-12-02,35231,1238,280251,1257.1,44.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","San Luis Obispo",49,2023-12-03,2023-12-09,35231,1242,280251,1257.1,44.3,"0 - 177K","875 - 2K","0 - 5K","44 - 66"
"Southern California","San Luis Obispo",50,2023-12-10,2023-12-16,35294,1247,280251,1259.4,44.5,"0 - 177K","875 - 2K","0 - 5K","44 - 66"
"Southern California","San Luis Obispo",51,2023-12-17,2023-12-23,35294,1247,280251,1259.4,44.5,"0 - 177K","875 - 2K","0 - 5K","44 - 66"
"Southern California","San Luis Obispo",52,2023-12-24,2023-12-30,35294,1250,280251,1259.4,44.6,"0 - 177K","875 - 2K","0 - 5K","44 - 66"
"Southern California","Santa Barbara",22,2023-05-28,2023-06-03,107,0,442614,2.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",23,2023-06-04,2023-06-10,221,0,442614,5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",24,2023-06-11,2023-06-17,334,3,442614,7.5,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",25,2023-06-18,2023-06-24,632,5,442614,14.3,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",26,2023-06-25,2023-07-01,1135,7,442614,25.6,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",27,2023-07-02,2023-07-08,1717,14,442614,38.8,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",28,2023-07-09,2023-07-15,2526,30,442614,57.1,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",29,2023-07-16,2023-07-22,3194,47,442614,72.2,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",30,2023-07-23,2023-07-29,3847,75,442614,86.9,1.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",31,2023-07-30,2023-08-05,5007,100,442614,113.1,2.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",32,2023-08-06,2023-08-12,6136,121,442614,138.6,2.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",33,2023-08-13,2023-08-19,7531,146,442614,170.1,3.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",34,2023-08-20,2023-08-26,9653,186,442614,218.1,4.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",35,2023-08-27,2023-09-02,13126,230,442614,296.6,5.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",36,2023-09-03,2023-09-09,16320,283,442614,368.7,6.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",37,2023-09-10,2023-09-16,19343,377,442614,437,8.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",38,2023-09-17,2023-09-23,22857,454,442614,516.4,10.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",39,2023-09-24,2023-09-30,25771,540,442614,582.2,12.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",40,2023-10-01,2023-10-07,28683,641,442614,648,14.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",41,2023-10-08,2023-10-14,31625,745,442614,714.5,16.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",42,2023-10-15,2023-10-21,34593,818,442614,781.6,18.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",43,2023-10-22,2023-10-28,36886,903,442614,833.4,20.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",44,2023-10-29,2023-11-04,38470,977,442614,869.2,22.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Santa Barbara",45,2023-11-05,2023-11-11,39615,1041,442614,895,23.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Santa Barbara",46,2023-11-12,2023-11-18,39972,1098,442614,903.1,24.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Santa Barbara",47,2023-11-19,2023-11-25,40018,1133,442614,904.1,25.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Santa Barbara",48,2023-11-26,2023-12-02,40082,1147,442614,905.6,25.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Santa Barbara",49,2023-12-03,2023-12-09,40082,1151,442614,905.6,26,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Santa Barbara",50,2023-12-10,2023-12-16,40150,1153,442614,907.1,26,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Santa Barbara",51,2023-12-17,2023-12-23,40150,1153,442614,907.1,26,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Santa Barbara",52,2023-12-24,2023-12-30,40150,1153,442614,907.1,26,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Ventura",22,2023-05-28,2023-06-03,202,0,825937,2.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Ventura",23,2023-06-04,2023-06-10,403,0,825937,4.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Ventura",24,2023-06-11,2023-06-17,580,5,825937,7,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Ventura",25,2023-06-18,2023-06-24,1159,15,825937,14,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Ventura",26,2023-06-25,2023-07-01,2076,20,825937,25.1,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Ventura",27,2023-07-02,2023-07-08,3188,35,825937,38.6,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Ventura",28,2023-07-09,2023-07-15,4638,57,825937,56.2,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
