"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks_bins","case_breaks","inf_rate_breaks_bins","inf_rate_breaks","sev_case_breaks_bins","sev_case_breaks","sev_rate_breaks_bins","sev_rate_breaks"
"Southern California","Inyo",25,2023-06-18,2023-06-24,92,2,18731,491.2,10.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",26,2023-06-25,2023-07-01,153,2,18731,816.8,10.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",27,2023-07-02,2023-07-08,236,4,18731,1259.9,21.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",28,2023-07-09,2023-07-15,333,5,18731,1777.8,26.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",29,2023-07-16,2023-07-22,428,6,18731,2285,32,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",30,2023-07-23,2023-07-29,519,10,18731,2770.8,53.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",31,2023-07-30,2023-08-05,697,15,18731,3721.1,80.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",32,2023-08-06,2023-08-12,841,21,18731,4489.9,112.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",33,2023-08-13,2023-08-19,1058,26,18731,5648.4,138.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",34,2023-08-20,2023-08-26,1323,33,18731,7063.2,176.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",35,2023-08-27,2023-09-02,1747,43,18731,9326.8,229.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Inyo",36,2023-09-03,2023-09-09,2172,53,18731,11595.8,283,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Inyo",37,2023-09-10,2023-09-16,2573,68,18731,13736.6,363,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Inyo",38,2023-09-17,2023-09-23,2995,88,18731,15989.5,469.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Southern California","Inyo",39,2023-09-24,2023-09-30,3333,106,18731,17794,565.9,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Southern California","Inyo",40,2023-10-01,2023-10-07,3718,120,18731,19849.4,640.6,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Southern California","Inyo",41,2023-10-08,2023-10-14,4048,133,18731,21611.2,710.1,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Southern California","Inyo",42,2023-10-15,2023-10-21,4404,147,18731,23511.8,784.8,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Southern California","Inyo",43,2023-10-22,2023-10-28,4675,154,18731,24958.6,822.2,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Southern California","Inyo",44,2023-10-29,2023-11-04,4853,162,18731,25908.9,864.9,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Southern California","Inyo",45,2023-11-05,2023-11-11,4970,177,18731,26533.6,945,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",46,2023-11-12,2023-11-18,5013,189,18731,26763.1,1009,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",47,2023-11-19,2023-11-25,5016,192,18731,26779.1,1025,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",48,2023-11-26,2023-12-02,5024,198,18731,26821.8,1057.1,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",49,2023-12-03,2023-12-09,5024,201,18731,26821.8,1073.1,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",50,2023-12-10,2023-12-16,5037,205,18731,26891.2,1094.4,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",51,2023-12-17,2023-12-23,5037,205,18731,26891.2,1094.4,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",52,2023-12-24,2023-12-30,5037,207,18731,26891.2,1105.1,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Mono",22,2023-05-28,2023-06-03,1,0,13273,7.5,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",23,2023-06-04,2023-06-10,6,0,13273,45.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",24,2023-06-11,2023-06-17,8,0,13273,60.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",25,2023-06-18,2023-06-24,25,0,13273,188.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",26,2023-06-25,2023-07-01,39,0,13273,293.8,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",27,2023-07-02,2023-07-08,64,0,13273,482.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",28,2023-07-09,2023-07-15,106,0,13273,798.6,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",29,2023-07-16,2023-07-22,132,3,13273,994.5,22.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",30,2023-07-23,2023-07-29,158,5,13273,1190.4,37.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",31,2023-07-30,2023-08-05,184,5,13273,1386.3,37.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",32,2023-08-06,2023-08-12,212,5,13273,1597.2,37.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",33,2023-08-13,2023-08-19,256,5,13273,1928.7,37.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",34,2023-08-20,2023-08-26,328,5,13273,2471.2,37.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",35,2023-08-27,2023-09-02,424,8,13273,3194.5,60.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",36,2023-09-03,2023-09-09,506,8,13273,3812.3,60.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",37,2023-09-10,2023-09-16,587,13,13273,4422.5,97.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",38,2023-09-17,2023-09-23,687,15,13273,5175.9,113,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",39,2023-09-24,2023-09-30,788,18,13273,5936.9,135.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",40,2023-10-01,2023-10-07,881,22,13273,6637.5,165.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",41,2023-10-08,2023-10-14,961,27,13273,7240.3,203.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Mono",42,2023-10-15,2023-10-21,1055,30,13273,7948.5,226,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",43,2023-10-22,2023-10-28,1131,31,13273,8521.1,233.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",44,2023-10-29,2023-11-04,1172,33,13273,8830,248.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",45,2023-11-05,2023-11-11,1215,33,13273,9153.9,248.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",46,2023-11-12,2023-11-18,1231,38,13273,9274.5,286.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",47,2023-11-19,2023-11-25,1234,39,13273,9297.1,293.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",48,2023-11-26,2023-12-02,1240,41,13273,9342.3,308.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",49,2023-12-03,2023-12-09,1240,41,13273,9342.3,308.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",50,2023-12-10,2023-12-16,1244,41,13273,9372.4,308.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",51,2023-12-17,2023-12-23,1244,41,13273,9372.4,308.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Mono",52,2023-12-24,2023-12-30,1244,41,13273,9372.4,308.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Orange",22,2023-05-28,2023-06-03,765,0,3142277,24.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",23,2023-06-04,2023-06-10,1611,0,3142277,51.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",24,2023-06-11,2023-06-17,2310,19,3142277,73.5,0.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",25,2023-06-18,2023-06-24,4412,43,3142277,140.4,1.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",26,2023-06-25,2023-07-01,7904,63,3142277,251.5,2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",27,2023-07-02,2023-07-08,12013,107,3142277,382.3,3.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",28,2023-07-09,2023-07-15,17416,192,3142277,554.2,6.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",29,2023-07-16,2023-07-22,21473,311,3142277,683.4,9.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",30,2023-07-23,2023-07-29,26007,452,3142277,827.6,14.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",31,2023-07-30,2023-08-05,33874,580,3142277,1078,18.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",32,2023-08-06,2023-08-12,41841,718,3142277,1331.6,22.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",33,2023-08-13,2023-08-19,51832,971,3142277,1649.5,30.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",34,2023-08-20,2023-08-26,66836,1192,3142277,2127,37.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",35,2023-08-27,2023-09-02,90115,1475,3142277,2867.8,46.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",36,2023-09-03,2023-09-09,112799,1895,3142277,3589.7,60.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",37,2023-09-10,2023-09-16,133780,2537,3142277,4257.4,80.7,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",38,2023-09-17,2023-09-23,158153,3181,3142277,5033.1,101.2,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",39,2023-09-24,2023-09-30,177940,3823,3142277,5662.8,121.7,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",40,2023-10-01,2023-10-07,198074,4539,3142277,6303.5,144.4,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Orange",41,2023-10-08,2023-10-14,217862,5149,3142277,6933.3,163.9,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","5,021 - 10,043","5K - 10K","0 - 221","0 - 221"
"Southern California","Orange",42,2023-10-15,2023-10-21,238293,5734,3142277,7583.4,182.5,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","5,021 - 10,043","5K - 10K","0 - 221","0 - 221"
"Southern California","Orange",43,2023-10-22,2023-10-28,254570,6292,3142277,8101.4,200.2,"253,187 - 379,781","253K - 380K","0 - 8,753","0 - 9K","5,021 - 10,043","5K - 10K","0 - 221","0 - 221"
"Southern California","Orange",44,2023-10-29,2023-11-04,265507,6872,3142277,8449.5,218.7,"253,187 - 379,781","253K - 380K","0 - 8,753","0 - 9K","5,021 - 10,043","5K - 10K","0 - 221","0 - 221"
"Southern California","Orange",45,2023-11-05,2023-11-11,273506,7355,3142277,8704.1,234.1,"253,187 - 379,781","253K - 380K","0 - 8,753","0 - 9K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Orange",46,2023-11-12,2023-11-18,276172,7688,3142277,8788.9,244.7,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Orange",47,2023-11-19,2023-11-25,276519,7932,3142277,8800,252.4,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Orange",48,2023-11-26,2023-12-02,277024,8051,3142277,8816,256.2,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Orange",49,2023-12-03,2023-12-09,277024,8076,3142277,8816,257,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Orange",50,2023-12-10,2023-12-16,277514,8095,3142277,8831.6,257.6,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Orange",51,2023-12-17,2023-12-23,277514,8097,3142277,8831.6,257.7,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Orange",52,2023-12-24,2023-12-30,277514,8110,3142277,8831.6,258.1,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",22,2023-05-28,2023-06-03,676,0,2431254,27.8,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",23,2023-06-04,2023-06-10,1275,0,2431254,52.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",24,2023-06-11,2023-06-17,1863,16,2431254,76.6,0.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",25,2023-06-18,2023-06-24,3512,30,2431254,144.5,1.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",26,2023-06-25,2023-07-01,6139,54,2431254,252.5,2.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",27,2023-07-02,2023-07-08,9362,99,2431254,385.1,4.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",28,2023-07-09,2023-07-15,13547,181,2431254,557.2,7.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",29,2023-07-16,2023-07-22,16900,260,2431254,695.1,10.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",30,2023-07-23,2023-07-29,20377,364,2431254,838.1,15,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",31,2023-07-30,2023-08-05,26536,463,2431254,1091.5,19,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",32,2023-08-06,2023-08-12,32624,560,2431254,1341.9,23,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",33,2023-08-13,2023-08-19,40408,713,2431254,1662,29.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",34,2023-08-20,2023-08-26,51940,865,2431254,2136.3,35.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",35,2023-08-27,2023-09-02,70082,1075,2431254,2882.5,44.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",36,2023-09-03,2023-09-09,87749,1364,2431254,3609.2,56.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",37,2023-09-10,2023-09-16,104274,1874,2431254,4288.9,77.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",38,2023-09-17,2023-09-23,123260,2352,2431254,5069.8,96.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",39,2023-09-24,2023-09-30,138707,2908,2431254,5705.2,119.6,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",40,2023-10-01,2023-10-07,154582,3468,2431254,6358.1,142.6,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",41,2023-10-08,2023-10-14,170000,3909,2431254,6992.3,160.8,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",42,2023-10-15,2023-10-21,185688,4377,2431254,7637.5,180,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",43,2023-10-22,2023-10-28,198615,4828,2431254,8169.2,198.6,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Riverside",44,2023-10-29,2023-11-04,207339,5322,2431254,8528.1,218.9,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","5,021 - 10,043","5K - 10K","0 - 221","0 - 221"
"Southern California","Riverside",45,2023-11-05,2023-11-11,213399,5741,2431254,8777.3,236.1,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",46,2023-11-12,2023-11-18,215527,6050,2431254,8864.8,248.8,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",47,2023-11-19,2023-11-25,215809,6245,2431254,8876.4,256.9,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",48,2023-11-26,2023-12-02,216198,6346,2431254,8892.4,261,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",49,2023-12-03,2023-12-09,216198,6367,2431254,8892.4,261.9,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",50,2023-12-10,2023-12-16,216609,6379,2431254,8909.4,262.4,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",51,2023-12-17,2023-12-23,216609,6382,2431254,8909.4,262.5,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","Riverside",52,2023-12-24,2023-12-30,216609,6391,2431254,8909.4,262.9,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Southern California","San Bernardino",22,2023-05-28,2023-06-03,1551,0,2170593,71.5,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","San Bernardino",23,2023-06-04,2023-06-10,3134,0,2170593,144.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","San Bernardino",24,2023-06-11,2023-06-17,4531,36,2170593,208.7,1.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","San Bernardino",25,2023-06-18,2023-06-24,8568,69,2170593,394.7,3.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","San Bernardino",26,2023-06-25,2023-07-01,15304,105,2170593,705.1,4.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
